标题,来源,概要,内容,链接
【在路上】威尼斯匠人,稿源：南方人物周刊  |  作者： 图/文 沉白白  日期： 2018-01-03,威尼斯潟湖的东北角有个小岛：布拉诺岛。这片只有2800个常住居民的土地，在浩浩荡荡的旅游热潮里因为色彩斑斓的民居闻名于世。公共汽船载着不同肤色的游客从7公里外的圣马可广场前来，还得穿过狭窄的小巷方得见它的真容。,布拉诺岛的房子布拉诺岛的房子布拉诺岛的房子威尼斯潟湖的东北角有个小岛：布拉诺岛。这片只有2800个常住居民的土地，在浩浩荡荡的旅游热潮里因为色彩斑斓的民居闻名于世。公共汽船载着不同肤色的游客从7公里外的圣马可广场前来，还得穿过狭窄的小巷方得见它的真容。“如果别的地方政府能规划好房子的颜色，并强制定期翻新，大概也可以成为另一个‘彩色岛’吧！”朋友一边四处拍照一边分析。想告诉他，这些色彩最初并非为了好看，而是因为威尼斯共和国时期的小岛人多地少，房子全部连成了排。为了清楚地划分产权，岛民们想到给外墙上色，延续至今就是粉红配天蓝的模样。工业革命前，威尼斯不仅是欧洲主要的港口，也是手工业重镇，造船、玻璃和纺织业都十分兴旺。支撑这座城市繁荣的不仅是往来欧洲内陆的威尼斯商人，也有数以万计的工人。凭着传承的审美和耐心，他们制作出当时最受欢迎的彩色玻璃器皿、价格昂贵的优质呢绒以及为王公贵妇争相抢购的手工蕾丝。后来的几百年间，威尼斯从海上帝国的传说中隐退，成为意大利共和国的一部分，到如今变成连本地居民都难得一见的旅游城市。工匠们的后人已无需劳作度日，只将房产出租给旅游相关的产业，租金所得便足够他们在离威尼斯岛不远的地方过上体面的生活——2013年威尼斯酒店房间的平均价格约2400元人民币每晚。主岛到了晚上就是空城。在这里工作的人都住在跨海大桥的另一端，把房间留给蜂拥而至的游客。临街的商铺和摊点被旅行纪念品塞满：冰箱贴、面具、海魂衫和其他小玩意一箱箱地从义乌发来。因店租高涨，舍得为“hand made in Italy”买单的客人越来越少，倒是有一家纯手工定制的鞋铺生意兴隆，玻璃门最显眼处贴着银联标志。当威尼斯变得像一个旧梦，我更愿意逃到布拉诺岛上。这里小房子的窗台上都装点着鲜花，海鲜餐馆玻璃窗上贴着“狗可以入内”，广场上是婚丧嫁娶的布告。这里是座活生生的城市，有热乎乎的生活。200年前的威尼斯主岛，圣马可广场附近也都遍布蕾丝作坊，但它们在日益急迫和逼仄的环境中陆续凋零了，只有偏居一隅的布拉诺岛上，母亲还在向女儿手把手传授技艺。布拉诺的蕾丝制造业奠定了岛上女性的经济基础和社会地位。布拉诺的玻璃工匠高声呼唤妻子倒茶的时候，布拉诺蕾丝艺人的先生可能正从二楼窗户探出头晾床单。至今最负盛名的蕾丝工作坊都以家族女性命名，包括我正在寻找的Martina。带院子的独栋小楼是小岛上奢侈的建筑形式；花园、长窗、私人码头和装饰白色亚麻布幔的天台不啻为五星级的工作环境。工作人员介绍说，如今技艺精湛的蕾丝工人越来越少，且多数只愿在家工作。只有最好的环境才能吸引她们前来，并保持创作灵感。白色细丝线或棉线编织的蕾丝用于桌布、床品和服装上，花样优雅繁复。Martina的订单主要来自世界各地的富豪们：他们可以为了用手工蕾丝装饰公寓或游艇上的房间花费数万欧元，并耐心等待一年以上。追求品质的新娘是数量庞大的客户，她们会订购蕾丝花边头纱，顺便买上几条钩边手帕作为给女傧相的回礼。我摸摸钱包，咬牙买了一米长25毫米宽的花边，想着把它用在手工相册的封面上。这条一千多人民币的花边勾勒出一个奢侈的梦。梦里人们都以技艺工作，有尊严地生活，并孜孜不倦地追求着美：像几百年来这座小岛上的人们一样。但小心拿着棉纸包裹的布拉诺花边时，又有一个声音说，谢谢流水线上的产业工人，谢谢那些七块五一米的机器生产的蕾丝花边。若不是他们，我们何以最大限度地美化现有的生活？这座小岛上餐厅的桌布、门口的信箱、房间里的衣帽钩，随便翻开一件也许就来自万里之外的中国的东南沿海。看似不同的世界，其实一直都奇妙地共生着呢。岛上没有酒店，旅客以半日游为主，晚餐时间基本返程。如希望住宿体验本地生活，可于网上提前预定民宿。布拉诺岛至今仍是居民区，岛上小房子都有人居住，只能参观及拍照，不宜触摸搬动居民放置在屋外的物品如门帘、花盆等。岛上有蕾丝博物馆，展出16世纪以来的精美作品，并有匠人现场表演蕾丝制作过程。参观仍有商业活动的蕾丝工作坊需预约。蕾丝制造也奠定了岛上女性的经济地位,http://www.nfpeople.com/article/1367
酷品 | 大航海时代腕表,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,近日在巴塞尔表展上展出的这款腕表，设计灵感源于航船甲板，并沿袭了雅典表一贯的航海主题和进取精神。手工木纹表盘代表甲板，上面有船锚、滑竿、吊索、国际信号旗等海洋标志，表盘中央是一个60秒的飞行陀飞轮，由一根比发丝还细的高科技纳米纤维线带动。滑竿表示分针，小时则在正中间的窗口显示。包括469个组件，振频为3赫兹，动力储存为48小时。售价约28.5万瑞士法郎。,,http://www.nfpeople.com/article/5374
【异人】看看我们丢掉了什么,稿源：南方人物周刊  |  作者： 詹青云  日期： 2018-01-03,罗伯并非因贫穷而需拾荒为生。27岁的他痛感美国食物浪费之严重，想要身体力行唤醒人们的注意。,香港作家陈晓蕾在她的《剩食》一书中感慨：“大部分垃圾都是放错位置的资源，厨余，根本不是垃圾。”美国人罗伯·格林菲尔德（Rob Greenfield）对此深有体会，最近，他就从各类厨余中为自己找出了21顿免费大餐。打开罗伯家的冰箱，你会看到装得满满的新鲜水果、蔬菜和罐装饮料，加起来大概价值两百美元，其实他一分钱也没花，只在过去一周进行了“垃圾桶潜水（dumpster diving）”，把这些东西翻了出来。“垃圾桶潜水”主要是在杂货店背后的垃圾桶内进行的，那里常常有被店员扔掉的各类食品，其中许多是刚过期，几乎“完美如初”。“有人觉得我这样做很恶心，”罗伯笑道，“这不过是视角不同罢了。”罗伯并非因贫穷而需拾荒为生。27岁的他痛感美国食物浪费之严重，想要身体力行唤醒人们的注意。不久前，他想到做一个实验，周游美国，看看全国各地的垃圾桶是不是都“物资丰富”。他从家乡圣迭戈出发，第一站是内布拉斯加州的霍尔德里奇。在第一家杂货店后面，他翻出了够吃3个月的食物。104天里，他骑行4700英里（约7500公里），期间百分之七十的食物都来自垃圾桶。这段经历让他深感食物浪费的普遍和唤醒大众的紧迫。他决定进行一场为期7天的挑战，坚持只吃垃圾桶里的东西，同时把这段经历拍摄下来制成短片，让美国人好好看看他们丢掉了什么。这个挑战被命名为“跟着罗伯·格林菲尔德垃圾桶潜水”。这是一段从垃圾桶内寻找美味的旅程。短片中，罗伯找到成包的土豆、蔬菜、水果、瓶装水、鸡蛋、牛奶、芝士甚至不少进口食品。用这些食材或现成品，他为自己烹调出21顿大餐。当然，罗伯免不了要吃一些过期一两天的东西，不过他毫不介意，“建议的销售日期只不过是……建议的销售日期。”至少，他试过了，没什么问题。他给自己的视频短片打的广告是：“一星期，21顿营养美味的垃圾大餐。”通过短片，他不仅想展示美国的垃圾筒“何等奢侈”，足够支撑怎样丰裕的生活，还借机给出一些“吃得健康、道德，又可持续”的小贴士。如果了解美国的食物浪费状况，可能对罗伯的“收获”不会感到惊奇。据国家资源保护委员会统计，美国人每年丢掉的食物价值1.65亿美元，其中有大约九百亿磅（超过四千万吨）完全能吃的东西。罗伯说，美国每年生产了能养活两倍美国人的东西，只是利用得太没效率了。他想用他的挑战和短片鼓励人们去解决问题，但并非鼓励大伙都上街去垃圾桶找吃的。罗伯说，最好的办法是，“从一开始就别把那么好的东西放进垃圾桶。”他希望更多人能选择把多余食物捐给食物银行（Food Bank）或是别的厨余回收组织。一周的挑战结束后，上个月，罗伯在家里举行了盛大的“垃圾派对”。他在博客中写道：这里将会有足够的trashetizers（trash appetizers，垃圾开胃小菜），dumparages（dumpster beverages，垃圾饮料）和garishes（garbage dishes，垃圾餐盘）。来吧，来这里找最好的、营养美味的垃圾食品！,http://www.nfpeople.com/article/1252
酷品 | 反向折叠雨伞,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,KAZbrella是一款通过多年研究加入工程力学的伞，独特之处在于反向折叠。合伞的时候，湿的表面直接被包到了里面，这样就不会滴在地板上或者弄湿别的东西。而且它可以自己进行干燥处理，开伞时也会把水弹出去。, ,http://www.nfpeople.com/article/3984
【酷品】iPhone变身千里眼,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,通过这个设备，你可以在世界各地通过iPhone或iPad观看和收听家中、办公室正在发生的事情，还可遥控。, ,http://www.nfpeople.com/article/1071
幸福课 | ​人们已经尽力做到最好了,稿源：南方人物周刊  |  作者： 文 游识猷  日期： 2018-01-03,很多人先是情绪激烈地拒绝接受，在被告知必须假设就是如此后，他们痛哭失声，然后平静下来说，如果真的如此，那我就会放下心头的怨恨。,如果世上有所谓的“一个问题测出人生观”，那个问题可能是这样的——你相信，一般来说，人们的表现已经是他们在当时当地能做到的最好吗？我问L这个问题时，他立刻嗤笑一声，脱口而出：“怎么可能！” 是的，我也是这个反应：怎么可能！那些随地吐痰丢垃圾的人，在高挂“严禁吸烟”的医院走廊吸烟的人，在花木和古迹留下“到此一游”的人，更不要说社会新闻里的主角们——他们的最佳表现就只能这样？ 但布勒内·布朗（Brené Brown）有不同看法。 布朗是休斯顿大学社工研究院的研究者。她发现，人们对这个问题的反应大致可分为两类：第一类就是我和L这样的人，我们斩钉截铁地回答“绝无可能”，举出一大堆他人或自己的例子作为佐证——比如我老是拖到最后一刻才开始写稿，L买了大半年的职称考试教材还没翻一页，那么多事情本可以做得更好，但我们没能拿出最佳表现，别人肯定也跟我们一样！ 另一类人，则回答得缓慢、有保留。这类人会给自己的答案加上许多限定语——“我知道这听起来有点傻”“我也不能完全确定，但我觉得……”“说起来可能很奇怪”，他们会带着歉意说，他们确实相信，人们在彼时彼地，在自己所知、所能、所有资源的限制下，真的尽力了。这类人会努力解释，这并不是说人们的表现一定很好，也不是说人们的表现我们必须无条件接受，更不是说人们不能成长或变得更好。只是，“我愿意相信那个人当时不是有意要搞砸，不是故意让我不快，他已经尽力而为了。” 布朗还发现，做出不同回答的两类人，生活态度也有所不同。说“绝不可能”的人里，80%会用自己作为“没有尽力而为”的例子，他们责己责人，也更容易因完美主义而折磨自己；而那些迟疑着回答“我相信”的人，则更愿意拥抱生活中的不确定性，体谅人性的脆弱，也更无惧失败、不怕受伤，因此更能够全心投入地去生活。 张爱玲说，“宁愿天天下雨，以为你是因为下雨不来”，这是判定了对方不至的理由比下雨更差。绝顶聪明的张爱玲，可能不如同样聪明的菲茨杰拉德快乐，因为后者在《了不起的盖茨比》里写出了这样的句子，“每逢你想要批评任何人的时候，你就记住，这个世界上所有的人，并不是个个都有过你拥有的那些优越条件。”  也许我们应该予人予己多一点宽容的假设。 “我当时应该可以做得更好”是后见之明。时过境迁，我们心平气和、睡眠充足、头脑清醒、没病没灾地回顾往昔，会看到一些机会、资源，看到“我本可以我本应该”……但在那一刻，我们的信息不够充分、情绪太过激动、精力已经耗尽。焦虑和渴望让我们视野狭窄，看不到现在可以看到的一切。我们在风雪中独自走过漫长的路，大脑已经停转，只剩机械运动，可能凭着一念坚持到木屋火堆旁，也可能一时腿软就倒在雪堆里睡去。 也许彼时彼地，我们真的已经尽力，那就是当时能作出的最好选择。其他人，也是如此。 布朗曾让一群人在纸上写下自己痛恨、曾经最错待自己的人名，然后问他们，如果有一天，通过上天启示或者各种证据，你知道那个你痛恨的人已经尽力做到最好了，你会怎么想？很多人先是情绪激烈地拒绝接受，在被告知必须假设就是如此后，他们痛哭失声，然后平静下来说，如果真的如此，那我就会放下心头的怨恨。既然这已经是他所能做到的最好，那么我会改变对待他的方式，不再期待奇迹发生。温柔而坚定的BIG生存法布朗建议，带着BIG的态度去生活——B是界限（Boundaries），明白自己的底线在哪里，明白自己能接受什么、不能接受什么，同时也不畏惧将自己的界限清晰地告知他人。I是诚实（Integrity），这意味着你要诚实对待并有勇气为了自己的价值观去坚持，为自己认为正确的事情去克服麻烦，并真正实践自己的价值观，而不只是嘴上说说而已。有了这两条前提，然后才有G，宽宏绝不意味着毫无底线，也不意味着不就事论事地追究责任。宽宏只是宽宏（Generosity），愿意相信别人的本意不坏，愿意宽容自己不够完美的曾经。,http://www.nfpeople.com/article/6755
【酷品】听筒沙发,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,荷兰设计师ruud van de wier与制造商easy-noisecontrol 共同打造的沙发，外形就像老式听筒。它的理念是：当你在公共场所工作或交谈时，这样的沙发能暂时还你一个相对独立的空间，和喧闹的环境隔离开来。, ,http://www.nfpeople.com/article/2045
【酷品】复古打字机键盘,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,设计团队Qwerky toys带来了这款复古风十足的Qwerkywriter 机械键盘。它有84个传统的分离式键位，能通过蓝牙或USB与计算机、平板电脑及手机连接。除外表相当带感外，设计师还让Qwerkwriter的手感尽量贴近老式机械打字机。使用时有敲击小说的快感，仿佛自己真的在书写人生。, ,http://www.nfpeople.com/article/2551
幸福课 | 原谅自己，继续前行,稿源：南方人物周刊  |  作者： 文 游识猷 / 编辑 翁倩  日期： 2018-01-03,每天，我都原谅自己至少99次。如果不够，就再原谅99次。但做好事，莫责己身。,为牛顿撰写墓志铭的诗人蒲柏有句让人绝望的格言，“人皆犯错，唯圣人能宽恕。”宽恕别人是如此之难，宽恕自己更是难上加难。全世界没人比你更清楚自己做了多少错事，又是多么值得责备——你难道不曾伤害他人吗？（有时伤害的甚至是深爱你的亲近之人）你难道不曾搞砸过重要事务吗？你本应把人生经营得更好些！又有多少次，你没有坚持自己的决定，没能信守承诺？林林总总加起来，你已经不仅仅为自己做过的错事内疚（guilt），根本就为自己是这么个烂人而羞愧（shame）了。这么坏的人，怎么能让他好过呢？再说了，如果你轻易原谅自己，不记取教训，又怎能改进呢？倘若原谅了自己，下一次，你肯定还会犯同样的错误！这样的想法根深蒂固，惟一问题是，它们是错的。大约15年前，心理学家坦尼发现，一个人越是为自己感到羞愧，就越倾向于长期拖延。2007年，沃尔等研究者发现，自责程度与抑郁情绪成正比，而抑郁恰恰会阻碍进步。2009年，119个因拖延而没考好第一次期中考的本科生里，自我批评最厉害的一群，在下一次大考时仍然拖延，表现远不如自我原谅的那一群。专门研究宽恕的心理学家拉斯科金认为，自责甚至会成为无意识的自我保护手段——是，我做错了，但我已在拼命诋毁自己，我如此痛苦、无力自拔，你还忍心继续惩罚我吗？原谅自己，绝不意味着不改，也不等同于遗忘。原谅自己的正确步骤包括3步：觉察事实，包括不找理由，承认自己做错，接受自己做过的错事造成了诸多后果和影响。第二步，原谅自己，像原谅一个你深爱的人那样原谅你自己。第三步，作出改变，与其让负面情绪把动力吸干，不如轻装上阵，把动力集中在提升自己的行为习惯，改变现在和未来。原谅自己，才是改变自我、进行弥补的开端。每天，我都原谅自己至少99次。如果不够，就再原谅99次。但做好事，莫责己身。,http://www.nfpeople.com/article/3745
酷品 | 胶囊移动电源,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,Tsung Chih-Hsien设计的胶囊移动电源，专为应急而生。它有3种容量供选择，可分别为手机提供2小时、4小时和6小时的续航时间，满足临时使用的需要。它是2014年红点设计获奖作品。, ,http://www.nfpeople.com/article/3379
【在路上】在喀什,稿源：南方人物周刊  |  作者： 图/文 文珍  日期： 2018-01-03,我对同伴多多说：这里就是高台民居，维吾尔族民居保留最完整历史也最古老的城区，生土垒成的房屋传统来源于数百年前的喀喇汗王朝，你眼前看到的这些房屋大多有一两百年历史了。,高台民居夜景和田的农民巴扎我们是在午后到达的这城。新疆时间两点多，我穿着黑绸布及膝连衣裙，包着黑色的长头巾，走在吾斯塘博依路上。天气太热，光脚穿着球鞋，膝盖下面从小腿到脚踝都暴露在喀什的烈日下。这让我看上去到底不像本地古丽了。两个戴棕色头盖的妇女向我们走来，虽然看不到脸，仍然感觉到她们长得惊人的睫毛在厚头盖下不安地眨动着。路边修工地的两个大叔终于发现了正在逢人就喊“亚合西木斯孜”的我，在壕沟里冲我龇牙一乐。我激动坏了，跑过去站在壕沟上和他们大聊特聊。所谓大聊特聊，也就是互相微笑，比手势，但是没关系，我们依然聊得非常好。过了好久，我们才终于把双手交叉放在胸口，依依不舍地告别，告别之前又颠来倒去说了好多次“亚合西木斯孜”、“塞拉姆嘞空”以及“豁西”。 他们让我想起8月和人民社的人去喀什疏勒出差，在乡里看到的老人们。尽管那已经是女乡长最拿得出手的示范乡，代表们依然穿着内地农村已经少见的补丁衣服，破旧的蓝色化纤裤子洗得发白。我对同伴多多说：这里就是高台民居，维吾尔族民居保留最完整历史也最古老的城区，生土垒成的房屋传统来源于数百年前的喀喇汗王朝，你眼前看到的这些房屋大多有一两百年历史了。  民居院内一角正在劳作的当地人现在我们是在真正的居民区里——下午4点的吾斯塘博依城就像沙漠中的海市蜃楼一样曝晒在烈日下，炎热安静如即将消失的水滴。道路两旁房屋阴影中守着馕摊或陶罐摊的老人在打盹。这些纵横交错的巷道美得就像一行行诗，不知写到什么地方就突然决定戛然而止，再另起一行。远远地，我听到孩子嬉戏的声音，但是看不到他们藏身于旁边的哪条街上。谜底揭晓，一个小女孩从左边巷子的一户人家跑出来，看到我吃了一惊，歪着头打量半天，终于决定给我一大把糖果。又回到大街上。我已经分不清是在恰萨城区还是在吾斯塘博依城区了，山重水复东绕西绕，居然绕到了一个人声鼎沸的巴扎，街道两边都是卖东西的小贩。而这个十字路口的中心偏右，就是一家看上去不错的维餐馆。我们走进去，发现里面除了我们之外没一个汉人，所有人都放下筷子，毫不掩饰诧异。说不害怕当然是假话——至少也有贸然闯入他人家中的尴尬。更尴尬的是菜单全是维语。招手叫来了服务员，小姑娘一脸茫然，和身边几个巴郎子商量了一会儿，飞奔着去叫老板。老板是个精瘦英俊的中年汉子，问我们“从哪里来”。我们说北京。他高兴地说：“北京亚合西！08年我还去看过奥运！”吃完离开时和老板道了“艾合麦特”和“豁西”，他正在门口忙着烤肉串和接待客人。没过多久真的“豁西”了——我把相机忘在了人家店里，店里的巴郎子一边大声地喊着哎哎，一边追出来。始料未及的是偶遇了一场婚礼。年轻的新郎西装革履地被一大群巴郎子举在肩上，在月色下被抬进城里。景点门口停了许多好车，年轻人皆着盛装，没有鞭炮声，只有十二木卡姆穿街过巷而来。我俩兴奋地循声而去，和许多小孩子一起在黑洞洞的街巷里奔跑着，尾随到了婚礼的人家。从门口看，小小的院子里挤满了面带笑容的人们，虽然听不懂也能看出他们是在互相道喜。音乐渐渐静下来，这城又恢复了矜持和含蓄。要离开时，在一处空旷地遇到了一群孩子。卷发的女孩约莫是姐姐，两个男孩一大一小，我给他们拍了几张照片，他们纷纷扑上来看。我把相机交给女孩，她学得很快，接过去迅速对我按了许多张，因为没开闪光灯，出来大多是黑乎乎一片。就这样她也已经很满意了，捂着嘴笑个不停。两个弟弟不服气。正在争抢的白热化阶段，他们的父亲从房子里出来了，连声用维语制止他们，又用不大流利的汉语对我说：对不起，不要给他们玩。我说，没关系。他一脸不安：不行啊，会弄坏的！我猜想他也许在内地打过工，否则汉语不会这么好。他是一个客气而紧张的年轻人，生怕3个孩子们给自己惹了穷祸。我却无端地觉得抱歉起来：明明是我们这么晚还在别人家门口逡巡，打扰他们的生活。相机终于被爸爸抢回来还给我了。3个孩子沮丧地缩成一团，咬着指头看着我们。临别时那个女孩无声地向我挥了挥手。喀什手工艺品一条街内，一新疆老人在店铺内展示传统新疆水壶、茶壶TIPS：1、维语问候语：“赛拉姆嘞空”意为“真主保佑您”，说时双手交叉放在胸口最好，这是一句在整个伊斯兰世界都可以通行无碍的超级护身符。“亚合西木斯孜”直译过来就是“您好吗？” “艾合麦特”是“谢谢”，“豁西”指干杯和再见。 2、在乌鲁木齐或喀什的巴扎上都有好看的英吉沙小刀售卖，但是无法随身携带，想带回去只能邮寄。  ,http://www.nfpeople.com/article/1235
